customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4355-CVPVS,Female,0,yes,yes,56,yes,no,Fiber optic,no,no,no,no,yes,yes,One year,no,Bank transfer (automatic),88.9,4968,no
4495-LHSSK,Female,0,no,yes,18,yes,yes,DSL,yes,no,no,no,no,no,Month-to-month,no,Mailed check,57.65,992.7,no
5655-JSMZM,Male,1,no,no,49,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,96.2,4718.25,yes
5915-AnoEI,Male,0,yes,no,70,yes,yes,DSL,yes,yes,yes,yes,yes,no,Two year,no,Mailed check,79.15,5536.5,no
9861-PDSZP,Female,0,no,no,72,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),108.05,7806.6,no
4505-EXZHB,Female,1,no,no,6,yes,no,Fiber optic,no,no,yes,no,no,no,Month-to-month,no,Electronic check,74.4,434.1,yes
7225-CBZPL,Male,1,yes,no,17,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.8,1563.9,no
6704-UTUKK,Male,0,yes,no,29,no,no phone service,DSL,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,45.9,1332.4,no
4587-VVTOX,Female,0,yes,no,6,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,105.3,545.2,yes
2019-HDCZY,Male,0,yes,no,63,yes,yes,Fiber optic,no,no,yes,no,yes,yes,Two year,no,Electronic check,102.6,6296.75,no
4652-NNHNY,Male,0,yes,no,16,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),73.85,1284.2,yes
8788-DOXSU,Male,0,no,no,59,yes,no,DSL,no,no,yes,no,no,yes,One year,yes,Bank transfer (automatic),61.35,3645.5,no
7404-JLKQG,Female,0,no,no,3,yes,no,DSL,no,no,yes,no,yes,no,Month-to-month,no,Electronic check,57.55,161.45,no
7421-ZLUPA,Female,0,no,no,8,no,no phone service,DSL,no,yes,no,no,no,no,Month-to-month,yes,Mailed check,29.25,226.95,no
8972-HJWNV,Female,1,yes,no,7,yes,yes,Fiber optic,no,no,no,no,no,yes,Month-to-month,yes,Electronic check,84.55,646.85,yes
3274-NSDWE,Female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.6,1441.65,no
2632-IVXVF,Female,0,yes,yes,68,yes,yes,Fiber optic,yes,no,yes,yes,yes,yes,Two year,no,Credit card (automatic),111.75,7511.3,no
3692-JHONH,Female,1,yes,no,52,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,One year,yes,Electronic check,106.5,5621.85,no
8915-NNTRC,Male,0,yes,yes,72,yes,yes,Fiber optic,yes,yes,no,yes,yes,yes,Two year,yes,Credit card (automatic),107.7,7919.8,no
5914-GXMDA,Female,0,yes,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.3,593.2,no
7463-IFMQU,Female,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),20.05,1423.65,no
2920-RNCEZ,Male,0,yes,yes,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),69.95,69.95,no
2541-YGPKE,Male,0,yes,yes,42,yes,no,DSL,yes,no,no,yes,no,yes,One year,no,Credit card (automatic),63.7,2763.35,no
8515-OCTJS,Female,0,no,no,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),24.75,692.1,yes
5382-TEMLV,Male,0,no,no,45,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),50.9,2298.55,no
3441-CGZJH,Female,0,yes,yes,43,no,no phone service,DSL,yes,no,yes,yes,yes,yes,One year,yes,Credit card (automatic),60.4,2640.55,no
9592-ERDKV,Male,0,yes,no,37,yes,yes,DSL,yes,no,yes,no,yes,yes,One year,no,Mailed check,79.25,2911.8,no
2860-RANUS,Female,1,no,no,20,yes,yes,Fiber optic,no,no,no,no,no,yes,Month-to-month,yes,Credit card (automatic),85.8,1727.5,yes
5261-QSHQM,Female,0,no,no,4,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Electronic check,24.45,86.6,yes
4778-IZARL,Male,0,yes,no,63,yes,no,Fiber optic,yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),110.1,6705.7,no
0432-CAJZV,Male,0,no,no,3,yes,no,Fiber optic,no,no,no,no,yes,yes,Month-to-month,no,Mailed check,90.7,237.65,no
7008-LZVOZ,Male,0,yes,yes,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),25.3,1672.35,no
8868-WOZGU,Male,0,no,no,28,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,105.7,2979.5,yes
1200-TUZHR,Female,1,no,no,8,yes,yes,Fiber optic,no,no,no,no,no,yes,Month-to-month,no,Electronic check,85.2,695.75,no
9365-CSLBQ,Male,0,no,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,24.35,1654.6,no
1334-FJSVR,Male,0,no,no,1,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Electronic check,24.25,24.25,yes
5884-FBCTL,Female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),25.1,1857.85,no
7130-CTCUS,Male,1,yes,no,16,yes,no,DSL,yes,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),54.55,825.1,no
6242-FEGFD,Male,0,yes,no,66,yes,yes,Fiber optic,yes,yes,yes,yes,no,no,Two year,no,Mailed check,96.6,6424.25,no
7625-XCQRH,Female,0,no,no,11,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,76.5,837.95,yes
6194-HBGQN,Male,0,no,no,51,yes,yes,DSL,yes,yes,yes,yes,yes,no,One year,yes,Credit card (automatic),81.15,4126.2,no
7634-WSWDB,Female,0,no,yes,8,no,no phone service,DSL,yes,no,no,no,no,yes,Month-to-month,yes,Electronic check,38.5,330.8,no
6986-IXNDM,Male,0,no,no,14,yes,no,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,92.9,1337.45,no
1731-TVIUK,Female,0,no,no,4,yes,yes,Fiber optic,no,yes,no,yes,no,yes,Month-to-month,yes,Electronic check,93.5,362.2,yes
2987-BJXIK,Female,0,no,no,70,yes,yes,DSL,yes,yes,yes,no,yes,yes,Two year,no,Mailed check,84.7,5991.05,no
9769-TSBZE,Female,0,no,yes,70,yes,yes,DSL,yes,yes,no,yes,no,no,Two year,no,Electronic check,66,4891.5,no
0406-BPDVR,Female,1,yes,no,54,yes,yes,Fiber optic,no,yes,no,no,yes,yes,One year,yes,Credit card (automatic),101.5,5373.1,yes
0618-XWMSS,Male,0,no,yes,28,yes,no,Fiber optic,yes,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),74.9,2068.55,yes
1395-WSWXR,Male,0,no,no,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.75,487.05,no
6023-GSSXW,Female,0,yes,no,69,yes,no,DSL,no,yes,no,no,no,yes,Two year,yes,Credit card (automatic),61.45,4131.2,no
6752-APNJL,Male,0,yes,yes,42,yes,no,DSL,yes,yes,no,no,no,no,Month-to-month,no,Mailed check,54.5,2301.15,no
5276-KQWHG,Female,1,no,no,2,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,69.6,131.65,yes
0420-HLGXF,Female,1,no,no,39,yes,yes,Fiber optic,no,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,99.75,4036,no
7446-KQISO,Male,0,yes,yes,45,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),109.75,4900.65,no
9823-EALYC,Male,0,yes,yes,72,yes,yes,DSL,yes,yes,yes,yes,yes,no,Two year,yes,Bank transfer (automatic),80.85,5727.45,no
0582-AVCLN,Female,0,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.3,743.05,no
5803-NQJZO,Male,0,yes,no,72,yes,yes,DSL,yes,yes,yes,yes,no,no,Two year,yes,Bank transfer (automatic),67.8,4804.65,no
2565-JSLRY,Male,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,24.05,24.05,yes
2607-DHDAK,Male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),19.8,1414.65,no
1073-XXCZD,Male,0,yes,no,55,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),25.7,1443.65,no
0743-HRVFF,Female,0,yes,yes,51,no,no phone service,DSL,no,no,yes,yes,yes,yes,One year,yes,Electronic check,56.15,2898.95,no
4006-HKYHO,Male,0,no,no,63,yes,no,DSL,yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),86.7,5309.5,no
3727-JEZTU,Female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.4,20.4,no
8143-ETQTI,Female,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,19.65,451.55,no
6689-KXGBO,Female,0,no,no,1,yes,no,DSL,no,yes,no,no,no,no,Month-to-month,no,Electronic check,50.55,50.55,yes
9667-TKTVZ,Female,0,no,no,2,yes,yes,DSL,no,no,no,yes,no,no,Month-to-month,yes,Mailed check,54.35,117.05,no
3657-COGMW,Female,1,no,no,52,yes,yes,Fiber optic,yes,yes,yes,no,yes,yes,Month-to-month,no,Credit card (automatic),108.1,5839.3,no
8570-KLJYJ,Female,0,no,no,36,yes,yes,DSL,yes,no,no,no,no,no,One year,no,Mailed check,54.45,1893.5,no
7754-IXRMC,Female,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Mailed check,45.35,45.35,no
9473-CBZOP,Female,0,no,no,28,yes,yes,DSL,yes,no,yes,no,no,no,One year,no,Mailed check,59,1654.45,no
2969-WGHQO,Female,0,yes,yes,7,yes,no,DSL,yes,yes,yes,no,yes,no,One year,no,Electronic check,69.45,477.05,no
6615-NGGZJ,Male,0,no,no,14,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,100.55,1415.55,yes
4334-HOWRP,Male,1,yes,no,72,no,no phone service,DSL,yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),64.95,4546,no
4255-DDUOU,Female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.5,20.5,yes
5863-OOKCL,Female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,18.85,163.2,no
1686-STUHN,Male,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),19.8,849.9,no
1329-VHWNP,Female,0,no,no,7,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),25.05,189.95,no
2984-MIIZL,Male,0,no,no,4,yes,no,Fiber optic,no,no,yes,no,no,no,Month-to-month,yes,Bank transfer (automatic),74.8,321.9,yes
0266-GMEAO,Male,0,yes,yes,72,yes,yes,Fiber optic,yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),114.3,8058.55,no
5590-YRFJT,Female,0,yes,no,20,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Electronic check,24.45,482.8,yes
5574-NXZIU,Male,0,no,no,63,yes,no,Fiber optic,yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),109.2,7049.75,no
0019-GFNTW,Female,0,no,no,56,no,no phone service,DSL,yes,yes,yes,yes,no,no,Two year,no,Bank transfer (automatic),45.05,2560.1,no
4256-ZWTZI,Female,0,no,yes,5,yes,no,DSL,no,no,no,yes,no,no,Month-to-month,yes,Mailed check,51,286.8,no
8309-PPCED,Female,0,yes,no,72,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),110.45,7982.5,no
4098-NAUKP,Male,1,yes,yes,68,yes,yes,Fiber optic,no,yes,yes,no,no,no,Month-to-month,yes,Electronic check,84.65,5683.6,no
5196-WPYOW,Male,0,yes,yes,67,yes,no,DSL,yes,yes,no,yes,no,no,One year,no,Mailed check,60.05,3994.05,no
4608-LCIMN,Male,0,yes,yes,8,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),44.65,369.15,no
1485-YDHMM,Male,0,yes,yes,52,yes,yes,Fiber optic,no,yes,no,yes,no,yes,Month-to-month,yes,Bank transfer (automatic),93.25,4631.7,no
4054-CUMIA,Female,0,yes,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.25,401.95,no
0603-TPMIB,Female,0,yes,yes,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.45,1534.05,no
2525-GVKQU,Female,0,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.6,1093,no
8161-QYMTT,Male,0,no,no,7,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.1,701.3,no
9581-GVBXT,Male,0,yes,yes,59,no,no phone service,DSL,yes,no,yes,no,no,no,One year,no,Mailed check,34.8,1980.3,no
5862-BRIXZ,Male,0,no,no,46,no,no phone service,DSL,yes,no,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),60.75,2893.4,no
5404-GGUKR,Male,0,no,no,5,yes,no,DSL,no,yes,no,no,no,no,Month-to-month,yes,Electronic check,51.35,262.3,no
3308-JSGML,Male,1,yes,no,59,no,no phone service,DSL,yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),64.05,3886.85,no
2126-GSEGL,Female,0,yes,no,70,yes,yes,DSL,no,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),84.8,5917.55,no
3677-TNKIO,Female,0,no,no,14,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),71,914,yes
0440-QEXBZ,Female,0,no,no,44,yes,yes,DSL,no,no,no,no,no,no,Month-to-month,yes,Mailed check,50.15,2139.1,no
2434-EEVDB,Female,0,yes,no,64,yes,yes,Fiber optic,yes,no,yes,no,yes,no,Two year,yes,Credit card (automatic),94.6,5948.7,no
6762-QVYJO,Female,0,yes,yes,58,no,no phone service,DSL,yes,no,yes,yes,yes,yes,Two year,no,Mailed check,59.75,3624.35,no
6199-IWKGC,Female,1,yes,no,46,yes,yes,Fiber optic,no,no,no,yes,yes,yes,One year,no,Electronic check,100.25,4753.85,no
2675-DHUTR,Male,1,yes,no,58,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,98.9,5780.7,no
8152-VETUR,Female,0,yes,no,72,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Two year,yes,Credit card (automatic),97.7,6869.7,no
9667-EQRXU,Female,1,no,no,30,no,no phone service,DSL,no,no,yes,no,yes,no,Month-to-month,yes,Electronic check,40.3,1172.95,yes
7446-YPODE,Male,1,no,no,11,yes,yes,DSL,yes,yes,no,no,no,no,Month-to-month,no,Bank transfer (automatic),60.25,662.95,no
9522-BNTHX,Female,1,no,no,34,no,no phone service,DSL,no,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,56.25,1765.95,no
4676-WLUHT,Male,0,no,no,54,no,no phone service,DSL,yes,yes,no,no,no,yes,Two year,no,Bank transfer (automatic),46.2,2431.95,no
3329-WDIOK,Female,0,no,no,3,no,no phone service,DSL,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,50.6,155.35,yes
7980-MHFLQ,Female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,24.9,1859.2,no
2873-ZLIWT,Female,0,yes,yes,40,yes,yes,Fiber optic,no,no,yes,yes,no,no,Month-to-month,yes,Electronic check,84.85,3303.05,yes
3415-TAILE,Female,0,yes,yes,2,yes,no,DSL,no,no,no,no,yes,yes,Month-to-month,no,Mailed check,65.7,134.35,yes
0757-WCUUZ,Male,0,yes,yes,54,yes,yes,DSL,no,no,yes,no,no,yes,Two year,no,Credit card (automatic),63.35,3409.1,no
1629-DQQVB,Female,0,no,no,14,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),50.1,709.5,no
1915-IOFGU,Female,0,no,no,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,no,Electronic check,70.5,70.5,yes
3045-XETSH,Female,0,no,no,10,yes,yes,Fiber optic,no,yes,yes,no,no,yes,Month-to-month,yes,Electronic check,94.85,953.45,yes
0374-AACSZ,Female,0,no,no,1,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,no,Electronic check,50.15,50.15,no
7239-HZZCX,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.75,19.75,yes
4872-VXRIL,Male,0,no,no,56,yes,yes,DSL,yes,yes,no,yes,no,no,One year,yes,Bank transfer (automatic),64.65,3665.55,no
9140-CZQZZ,Female,0,yes,no,68,yes,no,DSL,yes,yes,no,yes,yes,yes,Two year,yes,Bank transfer (automatic),79.6,5515.8,no
3423-HHXAO,Female,0,yes,yes,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Mailed check,19.5,272,no
9938-TKDGL,Male,0,yes,yes,68,yes,no,Fiber optic,yes,no,no,yes,yes,yes,Two year,yes,Electronic check,99.55,6668,no
0531-ZZJWQ,Male,1,yes,no,55,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,74,4052.4,no
6537-QLGEX,Female,0,no,no,16,no,no phone service,DSL,yes,no,no,no,yes,no,Month-to-month,yes,Electronic check,38.9,664.4,no
2688-BHGOG,Male,1,no,no,9,yes,no,Fiber optic,no,no,no,no,no,yes,Month-to-month,yes,Electronic check,79.55,718.55,no
7683-CBDKJ,Male,0,yes,yes,14,yes,no,DSL,yes,yes,no,no,yes,no,Month-to-month,yes,Electronic check,65.45,937.6,yes
0946-CLJTI,Male,1,yes,no,58,yes,yes,Fiber optic,no,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,98.7,5812.6,yes
3160-TYXLT,Male,0,no,no,53,no,no phone service,DSL,yes,yes,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),46.3,2546.85,no
1325-USMEC,Male,0,yes,no,70,yes,yes,Fiber optic,yes,yes,yes,no,yes,no,Two year,yes,Credit card (automatic),99.35,6944.5,no
0916-QOFDP,Female,1,yes,yes,14,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.8,1346.3,no
0628-CNQRM,Male,0,yes,yes,22,yes,no,DSL,yes,no,yes,yes,yes,no,One year,yes,Bank transfer (automatic),67.5,1544.05,yes
5606-AMZBO,Female,0,yes,no,10,yes,yes,Fiber optic,yes,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),78.15,765.15,no
6199-IPCAO,Female,0,yes,yes,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,26.1,692.55,no
7665-TOALD,Female,0,no,no,1,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,69.6,69.6,yes
0112-QWPNC,Male,0,yes,no,49,yes,yes,DSL,yes,no,yes,yes,yes,yes,One year,no,Electronic check,84.35,4059.35,yes
0324-BRPCJ,Female,1,yes,no,68,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,100.2,6851.65,yes
2777-PHDEI,Female,0,no,no,1,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,no,Electronic check,78.05,78.05,yes
5640-CAXOA,Female,0,no,no,30,no,no phone service,DSL,no,no,no,yes,no,yes,One year,yes,Credit card (automatic),40.35,1187.05,no
2235-EZAIK,Female,0,yes,no,72,yes,yes,DSL,yes,yes,yes,yes,yes,no,Two year,no,Credit card (automatic),79.2,5401.9,no
3847-BAERP,Female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.9,247,no
1196-AMORA,Male,0,no,no,7,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,no,Electronic check,73.6,520,yes
4282-YMKNA,Female,0,no,no,9,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,74.75,706.6,yes
1453-RZFON,Female,0,no,yes,1,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,no,Mailed check,49.9,49.9,no
8263-OKETD,Female,0,no,no,20,yes,yes,DSL,no,yes,no,yes,no,yes,Month-to-month,yes,Credit card (automatic),68.9,1370.35,no
0670-KDOMA,Female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.25,20.25,no
2476-YGEFM,Female,0,no,no,29,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),76,2215.25,no
8687-BAFGU,Male,0,no,no,1,yes,no,Fiber optic,no,no,no,yes,no,no,Month-to-month,no,Electronic check,74,74,no
0641-EVBOJ,Male,0,no,no,3,yes,no,Fiber optic,yes,no,no,yes,no,no,Month-to-month,yes,Mailed check,82.3,214.4,no
0829-XXPLX,Female,0,no,no,20,yes,no,Fiber optic,yes,no,yes,no,yes,no,Month-to-month,yes,Bank transfer (automatic),89.4,1871.15,no
9974-JFBHQ,Male,0,no,yes,64,yes,no,Fiber optic,no,yes,no,yes,yes,yes,Month-to-month,yes,Credit card (automatic),99.15,6171.2,no
5356-RHIPP,Male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.2,20.2,yes
6624-JDRDS,Female,0,no,no,6,no,no phone service,DSL,yes,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),29.45,161.45,no
0608-JDVEC,Male,0,yes,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Electronic check,19.8,1013.2,no
9780-FKVVF,Male,0,no,no,6,yes,no,DSL,yes,no,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),59.15,336.7,no
1919-RTPQD,Male,0,yes,yes,7,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Electronic check,44.75,333.65,no
5214-NLTIT,Male,0,yes,yes,72,yes,yes,Fiber optic,no,no,yes,no,no,yes,Two year,yes,Credit card (automatic),90.8,6511.8,no
3345-PBBFH,Male,0,yes,no,8,yes,no,DSL,no,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),49.55,393.45,no
5055-BRMNE,Female,0,yes,yes,67,yes,yes,Fiber optic,yes,no,no,yes,yes,yes,Two year,no,Credit card (automatic),106.7,7009.5,no
9189-JWSHV,Female,1,yes,no,24,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,93.55,2264.05,yes
2190-PHBHR,Female,0,yes,no,72,yes,yes,Fiber optic,yes,yes,no,no,no,yes,Two year,yes,Credit card (automatic),94.45,6921.7,no
2650-GYRYL,Male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Bank transfer (automatic),19.45,600.25,no
0746-JTRFU,Male,0,no,no,2,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Electronic check,25.05,56.35,yes
5208-FVQKB,Male,0,yes,no,70,yes,no,DSL,yes,yes,no,yes,no,yes,Two year,no,Mailed check,67.95,4664.15,no
7184-LRUUR,Female,0,no,no,22,yes,no,DSL,no,yes,yes,no,yes,no,One year,no,Bank transfer (automatic),65.25,1441.8,no
6627-CFOSN,Female,0,no,no,59,yes,yes,Fiber optic,yes,yes,yes,no,no,yes,Month-to-month,yes,Bank transfer (automatic),99.45,5623.7,no
3982-JGSFD,Male,0,no,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Credit card (automatic),20.35,695.85,no
1574-DYCWE,Female,0,yes,yes,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.95,1028.75,no
7247-XOZPB,Male,0,yes,no,53,yes,yes,DSL,yes,no,yes,yes,yes,no,One year,no,Bank transfer (automatic),77.4,4155.95,no
2466-FCCPT,Female,0,yes,yes,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),19.7,395.6,no
6211-WWLTF,Male,0,yes,no,63,yes,no,Fiber optic,yes,no,yes,no,yes,yes,Two year,no,Credit card (automatic),99.7,6330.4,no
4826-TZEVA,Female,0,no,no,40,yes,no,Fiber optic,no,yes,no,no,no,no,Month-to-month,no,Credit card (automatic),74.8,2971.7,no
6016-NXBNJ,Male,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Mailed check,19.15,638,no
9138-EFSMO,Male,0,yes,yes,26,yes,no,Fiber optic,no,no,no,no,no,yes,One year,no,Bank transfer (automatic),78.95,2034.25,no
0576-WNXXC,Male,1,yes,no,27,yes,yes,Fiber optic,no,yes,yes,no,no,yes,Month-to-month,yes,Electronic check,95.55,2510.2,yes
4632-XJMEX,Male,0,no,yes,53,yes,no,DSL,yes,yes,no,yes,no,no,One year,no,Credit card (automatic),62.85,3419.5,no
8910-LEDAG,Male,1,yes,no,34,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,no,Credit card (automatic),71.55,2427.35,no
3452-GWUIN,Female,1,yes,no,19,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.95,1760.25,no
2716-GFZOR,Male,0,yes,no,43,yes,no,Fiber optic,yes,yes,yes,no,no,no,Month-to-month,yes,Credit card (automatic),86.1,3551.65,no
3724-UCSHY,Male,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.55,122.9,no
8626-XHBIE,Male,0,no,yes,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,24.8,1424.2,no
4628-CTTLA,Male,0,no,no,57,no,no phone service,DSL,no,yes,no,no,yes,no,Month-to-month,yes,Electronic check,39.3,2111.45,yes
3192-LNKRK,Male,0,yes,yes,34,yes,no,Fiber optic,no,no,yes,no,yes,no,Month-to-month,yes,Mailed check,84.05,2909.95,no
4439-YRNVD,Female,0,no,no,10,no,no phone service,DSL,no,yes,no,yes,no,no,Month-to-month,no,Electronic check,36.25,374,no
2876-VBBBL,Female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.25,20.25,yes
